Date,UserName,Comment,Like
2025-02-16T07:51:12Z,@tegartrihermawan3656,Iya dah bang lu sipaling tau abidzar..padahal kenal aja kaga kocak,1
2025-02-16T07:40:27Z,@SSSUKSSS,awokwik,0
2025-02-16T07:38:06Z,@nissrhm8311,"ya iyasi sebagai penonton kdrama gue tadinya mau nonton karena menghormati si business proposal apalagi udh rewatch business proposal berkali kaliii, ehh malah di dukung gausah nonton wkwkwk yaudah gue beneran ga nonton padahal udh mau nonton :) <br><br>sejujurnya yaa kalau abidzar ga ngomong aneh aneh udh diem aja gausah sensai mikirin ego dll yakin sii banyak yg  nonton. gue pun juga kalau lu diem aja udah gue paham ini beban gue paham ekspektasi pecinta kdrama pasti tinggi banget tp kalau lu diem gue bakal nonton woyyyyyy!!!<br><br> awalnya gue masih okeey emang adaptasi versi indonesia oke lah yaaa abidzar mukanya indo banget yakan mungkin bisa cocok, TAPIIIII udh keterlaluan bangettt statement di setiap podcastnya, jadi make sure gue ga mau nonton di bioskop :)",2
2025-02-16T07:28:19Z,@citalicity906,6.900 🤣🤣🤣<br>malah banyakan yang nonton trailernya wakakakak,0
2025-02-16T07:26:42Z,@taufikramadhan3435,"yang gua geli sama  &quot;pemeran utama&quot; ini, lu seneng - seneng dengan modal PH ga peduli sama pemegang modal, artinya dia goblok sebagai profesional. sorry kasar, jangan normalisasi kegoblokan yang ngerugiin banyak orang.",0
2025-02-16T07:26:09Z,@yourluv1822,Kalau dri kacamata gw. Yg pernah nonton busines proposal yg drakor. Jujurly gw jatuh cinta sama kang tae moo. Nah si falcon milih yg jadi kang tae moo si dia itu kayak ngancurin citra org yg gw cinta itu. Jadi ya lu tau lah. Jadinya kayak ngejelekin si kang tae moo,1
2025-02-16T07:23:56Z,@bigkahunaburger3416,Apa yg bisa diharapkan dari bocil yg bahkan menyelesaikan SMA nya aja nggak mau.,0
2025-02-16T07:22:43Z,@ninekings5941,Minimal mandi dulu lah si abijar. Muke dekil dlu songongnya minta ampun. Klo g anaknya alm Uje mana laku dia,0
2025-02-16T07:20:54Z,@izonefunny8777,Mending gua nonton business proposal yg korea 2x dari pada nonton si 0 attitude,0
2025-02-16T07:20:27Z,@rafskuy_29,"wkwkwkwk udah muka kek beruk ganteng kagak udeh gituu atitude rusak😂 bah bisa bisanya lulus casting anjg wkwkwkkekeek yang nyari talent nya onta, di indo ga kurang orang ganteng + good atitude, malah dipilih manusia serba minus😂",0
2025-02-16T07:08:24Z,@9.2_romeorossoneriagm8,aowkwkw aktor ga profesional,0
2025-02-16T07:01:15Z,@brilianGeeks,si abbidzar ga akan kepake lagi sih takut gw,0
2025-02-16T07:00:49Z,@Rasyamainan72,Si dekil itu emang dehhhhhhh,0
2025-02-16T06:59:43Z,@asla2002,"Sebenernya simple sih. Dia di cancel bkn krn nyenggol kpopers/kdrama lovers. Tp mulai awal agak lucu aja pake nyebutin kpopers fanatik, pdhl aktornya bukan kpop idol 😂 (yes sejeong penyayi, was a kpop idol, tp skrg udh jd aktor dia) kpopers kan yg suka kpop (korean pop) alias musik korea. Yang fatal dr si abidzar nih dia ga mau nonton dramanya/baca webtoon, gamau pelajari karakternya, malah dia mau bikin karakter sendiri, jelas itu ga ngehargain creator aslinya sama sekali. Padahal jelas ini remake, ga etis bgt mindset dia klo kek gitu. Selain itu dia jg sombong bgt, ga peduli rating, ga peduli ada yg nonton atau engga, bukan nyiptain suasana yg enjoyable selama masa promosi malah ngomporin 😂 dia sok cool kebawa dr karakter filmnya apa gimana dah gatau saya 😂 kalo pun dia jd aktor krn emg passion, terus bener ga peduli sm rating yg penting enjoy selama bikin proyek itu sih fine yaa, tp ga perlu juga di omongin ke media, lawak bgt 😂",498
2025-02-20T15:27:36Z,@boyhairudin6185,Intinya orang sombong akan hancur,37
2025-03-11T13:15:09Z,@Markus1997.,"Kalo dia pengen enjoy sendiri sendiri mah ga masalah, lah ini bawa bawa yang lain juga, kasian rumah produksinya jadi merugi karena dia. Emang paling bener dilempar jauh jauh ke neraka tuh orang, nyusahin orang banget.",0
2025-02-16T06:59:07Z,@BubarBDGNT,Bahkan yg nonton video ini lebih banyak dibanding yg nonton film ini 🗿,1
2025-02-16T06:54:53Z,@NecessaryEvil69,It&#39;s the star wars Incident all over again,0
2025-02-16T06:43:52Z,@cacaciss8089,Fans kpop is lord,0
2025-02-16T06:41:31Z,@daudyusuf1211,Jauh bgt sama agak laen,0
2025-02-16T06:35:30Z,@amtvofficialchannel,Ganti Reza aja 😂,0
2025-02-16T06:18:53Z,@MyMunah-f2l,Bang bahas film lovely man bagus gk menurut lu,0
2025-02-16T06:18:45Z,@hilmanmaulana8791,"Iya juga, selain fans banyak, apalagi ini  film adaptasi... Gak etis kalo main peran sendiri... 🤷🏻‍♂️ Udah apes mampus sih menurut aku",0
2025-02-16T06:18:23Z,@JefriJengkol-s6s,"Gua sbgai penikmat anime, bola dan action Korea hanya bisa bengong karna saya pengangguran.",0
2025-02-16T06:17:20Z,@gloryezte9871,Mulutmu harimaumu... 😅,0
2025-02-16T06:16:17Z,@JefriJengkol-s6s,"Gua sbgai penikmat anime, bola dan action Korea hanya bisa bengong karna saya pengangguran.",0
2025-02-16T06:14:08Z,@herdijah5303,Kesombongan adl awal kehancuran....ingat tuh jar,0
2025-02-16T06:11:09Z,@hendra_joe_,"Tapi, yang kena cancel, cuma si abizar doang kan ya? Si ariel tatum kagak, walaupun sama aja menurut gue cara ngomongnya",0
2025-02-16T06:09:56Z,@OscarApriansyah,bro menantang salah satu ras terkuat di indonesia.,0
2025-02-16T06:09:54Z,@titisharumpangesthi9363,"Btw K-drama lovers itu nggak nonton series korea aja. China, thai, juga ditonton. Ngefans sama series tertentu bukan sekedar fanatik sama personal actornya, tapi karena &quot;dapat sesuatu&quot; dari karatkter dan ceritanya dan kualitas garapannya, taste dan attitude industri filmnya. Cara memperlakukan target pasarnya dan fansnya. Lebih luas. Jadi film ini masalahnya banyak menurutku. Nggak di abizar aja. Tapi abizar ini yang memperparah. Karena bukannya memberi gambaran what we can expect, malah membuat gap, malah menyatakan perang, malah membuat seolah-olah &quot;ya lu lu, gua gua, kita nggak sekubu. Gua ga peduli sm lu&quot;. Bahkan....okelah kalau mau pakai style dan idealismu sendiri, tapi, ayolah km harusnya bisa bikin kami tau apa yg bakal kami dapat dari nonton film ini, dan pahamilah kualitas apa yg biasanya kami tunggu gitu lo. <br>Dan falcon pun ga perhatiin itu, gabisa arahin si Abizar. Padahal Abizar kan emang yg statementnya ditunggu semua orang, dia lead dalam cerita. Belum tayang malah ngasih clue kalau emang film ini dan targetnya berada di dunia yg berbeda dan ga akan bersatu. <br><br><br>Kenapa harus notnon business proposal yg ini? Sedangkan ada opsi lain, standart lain, yang jadi opsi. Apalagi ini kan cerita yg udah pernah ditonton berulang-ulang, sedangkan K-drama lovers itu punya banyak list baru buat ditonton. Bahkan yg masih proses syuting aja ditungguin. Dapat kabar bakal ada series baru aja ditunggu. Karena tau apa yg bisa diharapkan. Bahkan sering melebihi harapan. Falcon harusnya bisa kasih alasan kenapa film dia worth it buat bikin K-drama lovers nonton lagi cerita yang sama yg udah ditonton berulang-ulang.",4
2025-02-16T06:07:54Z,@AhnafNaufal12,"Setuju pas ngomongin plotnya, bayangin 12 episode dirangkum dalam film berdurasi 2 jam, banyak scene yang harusnya jadi pendalaman karakter khususnya mc, dari kenapa si tae mo jadi suka sama shin ha-ri itu banyak yang dibuang atau ga dimasukin, dan di film jadi terkesan ugal&quot;an cara falcon develop karakter tae mo. Selain maksa, produsernya juga pengen banyak yang nonton filmnya bermodalkan plot tambal sana tambal sini daripada build plot yang bagus juga kreatif biar bisa menarik banyak penonton walaupun udah pasti banyak yang hate ke film adaptasi ini",0
2025-02-16T06:00:16Z,@sepongeboob9669,A wokwokwok,0
2025-02-16T05:54:48Z,@yatmanpatiwara9586,heran nya masih ada yang  nonton,0
2025-02-16T05:46:16Z,@pwjayacreator9540,Balik modal gak ini Film yah,0
2025-02-16T05:39:14Z,@youtubehAAAndle,"<a href=""https://www.youtube.com/watch?v=vFUT18yhMB8&amp;t=265"">4:25</a> tidak berlaku untuk org yg bikin konten roasting sampe penontonnya berharap mereka diroasting..",1
2025-02-16T05:34:56Z,@ammoi-g8d,Pangsa pasar bang bukan mangsa,0
2025-02-16T05:30:14Z,@daffaagung,Merugikan rekan rekannya💀🗿,0
2025-02-16T05:28:57Z,@bigdudut9353,"Ganteng NGA, bisa acting NGA, menarik NGA, karismatik NGA, bisa dapat maen film juga karena bapaknya. . Bapak yang cuman ngerti seberapa da ngaku ngaku USTAD🤦‍♂️ ustad gaul lagi ngakunya. . Ustad ya ustad aja dakwah yang bener ga usah sok gaul. . Kena kan karmanya, mati muda",0
2025-02-16T05:13:56Z,@tyan_app,"Kaum woke di industri game suka bilang &quot;if you&#39;re not like it, then don&#39;t buy it.&quot; Dan blud mengatakan hal yang sama seperti mereka.",0
2025-02-16T04:55:38Z,@lleo8543,snow white aj di abisin ama para netijen<br>apa lagi ini yang tiba tiba nongol bikin racun,0
2025-02-16T04:43:13Z,@beluwuga216,"Meranin character yg udah ada film nya ya harus sesuai lah dengan character di film asli nya, kayak MIC NO.7 character dodo yg di peranin ga diubah charactet nya sama vino",0
2025-02-16T04:41:25Z,@Cpcp9696,"Mulut mu harimau mu, ini bocah lupa atau emang ga tau pepatah ini kali wkwk ngomong sembarangan di media tanpa tau posisi dia itu apa. Bayangin hasil kerja keras banyak orang jadi sia2 gara2 satu orang dongo ini 😅",0
2025-02-16T04:33:13Z,@habibixxvz,"Bang lagu opening apaan ya, pernah dengar tapi udah lama sekali",0
2025-02-16T04:24:53Z,@OPERATORGAMING0,"Abidzar itu anaknya?🥲 , udah lah inget perjuangan alm",0
2025-02-16T04:18:18Z,@hani7400,"Mending ga usah jadi aktor dehhh tuhhh orang, ga cocok jadi aktor kalo kaya gitu attitudenya",0
2025-02-16T04:17:37Z,@Anonime19454,"Kesian sama pemain laennya, gara2 bocah si4lan itu filmnya jadi sepi yg nonton 😂",0
2025-02-16T03:52:47Z,@restubaktiputrisetio2736,Suka banget pembukaannya muka dia ditutupin 😂,0
2025-02-16T03:50:34Z,@ABIZARNPC,Untung saya abizard bukan abidzar😂😂,0
2025-02-16T03:44:50Z,@aldyahmad9996,Bagke judul.,0
2025-02-16T03:34:31Z,@historian5323,"<a href=""https://www.youtube.com/watch?v=vFUT18yhMB8&amp;t=39"">0:39</a> judul musiknya apaan bang 😅",0
2025-02-16T03:26:55Z,@SanzTzy258,"Si abidzar songong sama attitude nya buruk sih, gk bisa marketing dia😂",1
2025-02-16T03:19:38Z,@rickybachtiar9326,gue kah satu&quot; ny orang yg ga tau sama Abidzar tuh siapa?<br>emang sebelumnya dia pernah main film apa?,0
2025-02-16T03:08:49Z,@CrushHistoric,"wajarlah, DTAR SYNDROME, modal PAMOR BAPAK aja belagu",0
2025-02-16T03:05:43Z,@Mr.predictions,"Lagian aktor yg ganteng masih bnyak di indo seperti Al Ghazali cocok kan postur tubuhnya,ini Abizar ini udh dekil ego tinggi ga cocok bnget karakter nya",0
2025-02-16T02:53:03Z,@DaCFIL,"Ya gini klo penonton dianggap angka bukan manusia, kelakuan jdi mines😂",0
2025-02-16T02:52:15Z,@rubi8104,Blunder abizar bisa kita jadikan contoh untuk hati2 dalam berucap &amp; bersikap kepada calon konsumen/pembeli kalian. Lu nyari rejeki dari mereka masa lu hina2...,0
2025-02-16T02:26:29Z,@BoruuHasiann,Kalo kata Zuxxy.. Batu banget zar 🗿🤣🤣,0
2025-02-16T02:26:22Z,@chloesihombing669,"Menurut gw karakter cwek utamanya juga di sayangkan bgd ariel yg peranin, kyk mksa bgd ini no hate sm sx yeeee. Pertama tau gw langsung mikir hebat bgs si ariel mau ambil peran ini, karna dr visual aj gak fit bgd klo dy yg peranin. Bkn ariel jelek, tapi peran shin hari ini mesti visual2 yg polos ceria gt. Emang dr awal ngaco falcon seyh, mau buat berbeda mahh yaa gak ush adaptasi judulnya buat aja yg lain 😂😂😂😂",3
2025-02-16T02:16:30Z,@iyanbastian2290,Gampang bikin lagi fulm lain,1
2025-02-16T02:07:46Z,@andriertanto5138,Buah jatuh jauh banget dari pohon nya. Mungkin ini buah nya dari pohon benalu di pohon induknya 😂😂😂😂,0
2025-02-16T02:05:00Z,@hyhida,Gue belum nonton filmnya dan gak ada niatan mau nonton juga karena bingung ceritanya beneran baguss apa engga dengan 16 episode dibikin jadi 2 jam doang? Itu aja udh bikin ragu dan terlalu maksain menurut gue. Ditambah aktor yang meranin mlh  bilang gak nonton dramanya gak baca webtoonnya bilang mau bikin karakter sendiri lahhh kocakkk ini lgi remake film cok,2
2025-02-16T01:59:19Z,@Agnes-w6l,Alay bangett,0
2025-02-16T01:42:33Z,@hanzos9958,MANH ENAK ABIJAR DEKIL PRINDAPAN WKWK,1
2025-02-16T01:30:18Z,@JuunAustralia0015,"Njir udah item, jelek, kePDan wkwk, mnding yg ori gk sih",1
2025-02-16T01:29:54Z,@leleathalea,Intinya si abidzar SOMOBONG merasa diri paling bis acting jd ga perlu mendalami karakter ga perlu baca webtoon nya ga perlu nonton drakor nya.. Nyieun film sorangan we atuh abidzar bisa teu?,0
2025-02-16T01:27:15Z,@keepurvoice3475,"Ang ang ang, padahal dia sombong begitu tidak membuat filmnya naik",0
2025-02-16T01:19:24Z,@Jajanghidayat-g3y,😂😂😂😂 artis pendatang baru belagu,0
2025-02-16T01:18:55Z,@aqwamnaufalf.1517,cat lovers juga gak boleh,0
2025-02-16T01:58:52Z,@cevchelios901,Lebih ke Hamalovers,0
2025-02-16T01:18:16Z,@donisetiawan8531,"12 episode jadi film kurang dari 2 jam? Ini yg buat udah gila atau gimana? Ngebuat 6 episode jadi film 2 jam aja udah agak susah untuk K-Drama, karena 1 episode aja udah 1 jam-an. Kalau mau buat film dari 12 episode K-Drama, itu benar-benar harus research yg mendalam dan tulis ulang ceritanya agar sesuai dengan cerita aslinya",0
2025-02-16T01:15:42Z,@iwsttr,"Ternyata Indonesia bisa juga Cancel Culture artis yang bermasalah, kenapa tidak dari dulu dilakukan padahal banyak lh Artis yang problematik dan dipertontonkan kepada kita. Hanya di indinesia mantan narapidana balik jadi artis malah makin sukses.",0
2025-02-16T01:15:41Z,@rafiel6462,"Karma kesombongan.<br>Maaf tpi mnurut w lu orangnya juga GK jauh beda dri abidzar dari cara penyampaian hingga pendapat2 lu, saran aja hati2 sja dalm berkata/bersikap mungkin blum sekarng tpi suatu saat akan terjadi kepada lu jika lu tidk hati2.",0
2025-02-16T00:55:41Z,@restyblue5157,"Ga hanya abidzar, semuanya perasaan.",0
2025-02-16T00:51:51Z,@barakahtv-z4r,"yg kasian sih produsernya. boro boro balik modal inimah. bang bang mudah2an jd pelajaran, yg rugi tyta orang lain kan kasian",0
2025-02-16T00:47:10Z,@arandaruddy6393,Tau film ngak sih😂😂 film kan untuk di tonton eh dia malah bilang ngak usah di tonton juga gpp..😂😂😂,0
2025-02-16T00:35:45Z,@Johanskuad,Kelar karir abdizar dientertaiment 😅,0
2025-02-16T00:31:35Z,@wedfert,wibu itu gk militan kok. kecuali wibunya onepiece,0
2025-02-16T00:30:56Z,@djunabu4590,Mantap  bang!!! 😂,0
2025-02-16T00:29:11Z,@anzero5762,"Gilak yang di Holiwood aja buat lebih mendalami peran mereka beli komik dan tanya komik mana aja yg bisa membantu biar lebih tau perannya, lah ini cuman harus nonton serinya aja trus webtoon juga bersliweran malah pada males ckckckkc emang belom siap go internasional org2 di negara kita 😂😂😂😂",0
2025-02-16T00:27:03Z,@AdeMauldi-qj9lj,"bodo amat,,, gw ga suka nonton bioskop,,,",0
2025-02-16T00:25:33Z,@paijo-uu7zh,Gak berlaku buat tretan muslim,0
2025-02-16T00:19:07Z,@andrefitroni2897,Wowwkwowkwkww gak belajar dari si rachel zagler snow white si abizar goblok,0
2025-02-16T00:11:03Z,@-IGedeAnggaRestha,"entah kenapa pas abangnya ngurutin komunitas yang tidak boleh di buat marah aku setuju banget:<br>1. bola<br>2. wibu dan kpop/kdrama lover<br>karena yang nomor dua (yang di indoneasia) bakal berhenti di ngehujat, nge cancel, dan nge caci maki aja. kalau yang nomor 1 itu bukan cuma nge hujat, nge caci maki, nge cancel doang, tapi bakal sampai di cariin itu orang. Semoga si aktor bisa benar-benar berbenah diri biar ngk ke ulang lagi, takutnya konsekuensi berikutnya lebih parah.",14
2025-02-16T00:01:44Z,@ningsihningsih7879,Semoga Abidzar mendapatkan jln rezeki yg lbh baik...aamiin,1
2025-02-15T23:50:42Z,@quosoon4709,BANG BUSET!!! EDITANNYA BAGUS BANGET! NAIKIN GAJI EDITOR!! 😭😭😭,0
2025-02-15T23:48:39Z,@kiira.10,Opening nya gelo wkwk,0
2025-02-15T23:45:21Z,@PadMobil-h3u,Saat nya numpang tenar ....manfaat kan keTOLOLan fans K drama 🤣,0
2025-02-15T23:40:35Z,@AyamLaos-ld2xc,Ya rumah produksi harus lebih jeli lagi sih pilih cast,0
2025-02-15T23:38:56Z,@Adityo.Xmarks,Career ending statement ga sih ini ?😂,0
2025-02-15T23:37:41Z,@sell1778,keyboard nya pressplay ya bang,0
2025-02-15T23:29:31Z,@Vladimir_Patrick,<b>bikin film anak motor aja trus nabrak pohon udah end.</b>,0
2025-02-15T23:13:36Z,@Askzma,"Anime live action cerita atau karakternya melenceng dikit aja di goreng, apalagi kalo aktornya bebal kaya Abizar satu ini, abis lah, mana lawannya kpopers lagi 😂",0
2025-02-15T23:05:47Z,@Tyatzy12,6.900 udh kayak angka ngewe😏🤣,0
2025-02-15T22:58:54Z,@kenken_02,"sebenernya 4 rules itu gak perlu ya, yang perlu itu appreciate karya yang sudah ada. gak ada masalah mau bikin vibe atau konsep baru, tapi gaperlu lah malah ngatain orang &quot;fanatik&quot; diatas karya yang emang bagus banget. dan abidzar pun gak mau loh baca webtoon nya dulu",1
2025-02-15T22:58:15Z,@yurezian,"lah emang fans KPOP terlalu fanatik, padahal yg dikatakan Abizar emang benarr... mereka pikir Korea sebagus itu, idih mau muntah...",1
2025-02-15T22:54:41Z,@pagarseng,"😂😂 dah lah produser ama sutradara kena imbasnya nya... mending cepat2 ganti aktor baru liat gimana meledaknya itu film ketika ganti AKTOR..<a href=""http://www.youtube.com/results?search_query=%23bisnisproposal"">#bisnisproposal</a><a href=""http://www.youtube.com/results?search_query=%23md"">#md</a><a href=""http://www.youtube.com/results?search_query=%23drakor"">#drakor</a>",0
2025-02-15T22:54:28Z,@TianV.F.S,"Gw gk pernah nonton K-Drama Jadi Gw bagian yang Bengong dalam Masalah ini, Karena toh gw gk tau Film asli nya pun😅",1
2025-02-15T22:49:13Z,@lagahunter4454,"Berkebalikan dengan henry cavil saat memerankan geralt, dia meriset bahkan membaca sumber aslinya sampai selesai,<br><br>Minimal baca webtoonnya lah sampai di episode yang akan di adaptasi syukur kalo sampai episode terbaru",0
2025-02-15T22:04:44Z,@rosaida2405,"Tanpa Abidzar ngmg ky gt jg ak ga bkal nton film dy, krn gmn ya mnrtku tampang dy tuh ga mnjual bt jd aktor😅",0
2025-02-15T21:58:35Z,@putrawodi1686,Kalo org yg jadi artis dimulai dari 0 dia akan tau bagaimana bersikap dan menghargai para fans dan penonton nya. Tapi si abidzar ini artis dadakan terkenal hanya krn mendiang bapaknya yg banyak disukai orang. Kalo gak ad bapaknya dia hanyalah masyarakat biasa skrng.,0
2025-02-16T04:37:06Z,@NazwaNailu-v9g,"Trs lu mau nyalahin bpk nya gt?  Kan di sini yg slah abidzar nya sndiri krn udh terlanjur jadi star sindrom, trs kan  dia sendiri yg bawa bawa nama bpk nya jg sih, klo gue jdi bpk nya mungkin udh kecewa sama anak nya sendiri, mungkin klo umi Pipik emang beda sendiri krn lebih pro ke anaknya",0
2025-02-15T21:58:24Z,@naufalalfarros2610,bro berpikir dia bintang,0
2025-02-15T21:48:58Z,@7kingsman991,Gw pengen tau pendapat 6900 orang yg nonton tuh film,0
2025-02-15T21:09:32Z,@MutiahAlidrus,"Secara idealisme abizar bener, tapi secara profesionalisme target pasar abizar salah 😂<br>Satu satunya tantangan idealisme adalah mental. Untuk merubah sesuatu emang berat, tapi kita harus sadar apa yang ingin kita ubah ❤",1
2025-02-15T20:49:52Z,@ahmadfadhil2745,Netflix : Terima kasih abidzar atas jasamu😊,1
2025-02-15T20:10:46Z,@Bestfunnyfacts,"Setiap mau buka bisnis yang dipikirin dahulu supaya bisnisnya lancar ya target pasarnya dulu, lu udah nentuin target pasarnya eh lu malah ngatain target pasarnya yang jelek&quot;, yauda deh kena bijih nya wkkw",0
2025-02-15T19:42:32Z,@raysetu9563,"pdhl si jable ngemeng juga lah malah si item yg sering d&#39;sebut2,, aneh emang😮",0
2025-02-15T19:41:10Z,@KeyHome18,"Udah tau Konoha mah baperan , apalagi Kpopers dah alay baperan awkwk najisx",0
2025-02-15T19:39:16Z,@heejjaky,Beda bgt dia sama Bapak nya😢,0
2025-02-15T19:36:43Z,@gumbbler827,Andai aja klo pemeran utamanya vino g bastian atau eza gionino  mungkin saja bisa lebih menarik,0
2025-02-15T19:00:32Z,@Sykhmd12,"Jangankan pemeran yg ngomong gtu, produser nya aja yg dirasa bikin filmnya agak lain dari original nya juga bakalan di caci maki, apalagi ngomong gtu... Hadeh panteeeeees rating 1/10",0
2025-02-15T18:58:53Z,@tanabn8505,Ngeri sih ini..,0
2025-02-15T18:57:19Z,@Shorter-4eveR,Produser nya pusing gak ya modal nya gak balik? 😂😂,0
2025-02-15T18:45:05Z,@waadew,Kesalahan Fatal nye beliau nantang Fans nya untuk ga nonton Film nya,0
2025-02-15T18:44:33Z,@airaaja8366,"Pemilihan aril tatum juga salah menurut saya, perbedaan umur yang terlalu jauh membuat 2 karakter utamanya gak ada kemistri.",0
2025-02-15T18:39:18Z,@DannyArdiez,Gua pribadi benci tingkah arogan nya. Maka nya gua gak nonton. Tapi gua benci bange k-pop dan drama. Mau korea atau pun indonesia. Tetap gua benci.,0
2025-02-15T18:24:26Z,@bezobejo,"Kalau terkait korea, jangan lupa, waktu itu McD pernah promo produk kolaborasi dengan BTS, saking banyak pendukungnya, itu ojol-ojol pada numpuk di resto2 McD dimanapun, sampai polisi dan satpol PP turun ke lapangan buat pengamanan. Yah itulah hebatnya efek dari keberhasilan budaya dari sebuah negara yang bernama Korea.",0
2025-02-15T18:15:12Z,@destafemo9395,Gini amat umi ppk punya anak.,0
2025-02-15T18:06:43Z,@icanhiu,aktor kek gini ngerugiin,0
2025-02-15T18:06:22Z,@ramzisalimafdalah8384,"Sorry sorry ya gua ngelihat perfilman indonesia seperti tidak kreatif tidak bisa membuat hal yang baru gitu,contoh seperti film ini yang di paksakan dari 12eps di buat jadi movie",0
2025-02-15T17:59:04Z,@mhsub9868,+ sama cat lovers juga bang,1
2025-02-15T17:49:20Z,@juventiusneno,duta dark jokes indonesia duo cokmus aja jujur bgt mereka ga berani senggol 3 itu 😂😂,0
2025-02-15T17:43:38Z,@ayangolan28,Pinter banget ngomong nya 😂,0
2025-02-15T17:34:23Z,@toontoon177,"Bagus lah Indonesia udh nerapin cancel culture (kaya Korea), biar orang2 yg trouble Maker g d kasih panggung lagi",0
2025-02-15T17:08:26Z,@housetourqu,"Bukan si abi aja semua blunder se falcon falconnya, gak paham film yg dibuat, dibuat asal jadi, dan ini bukan diwebtoon tpi kakaopage, kalo komiknya namanya office blind date diadopt ke drakor jdi bussiness proposal, sutradaranya aja blunder enggakk paham sm film yg dia buat",0
2025-02-15T17:06:32Z,@namilope2,Dari casing aja sudah jatuh ... <br>Tau kan pecinta korea .. <br>Pecinta visual .. <br><br><br>Malah di tambah kelakuannya 😂😂😂,0
2025-02-15T17:04:30Z,@Hakurennn007,Mendingan filmnya dibajak aja biar tambah rugi 😂😂😂,0
2025-02-15T17:04:25Z,@Ryandertaker,"<a href=""https://www.youtube.com/watch?v=vFUT18yhMB8&amp;t=107"">1:47</a> the amazing bulk menangis karena ratingnya kalah kecil",0
2025-02-15T16:59:02Z,@rezanug2825,"Banyak jg 6900, Yg nonton kemungkinan : jamaah nya alm ustd jefry, fans nya aril tatum , sama kritikus film, sisanya crew bioskop yg dipaksa nonton",0
2025-02-15T16:54:11Z,@NewsFromVideos,Semua rulesnya masukkkkkk bgt bang 😂,0
2025-02-15T16:46:08Z,@Gyuubear13,Betul bang😂😂,0
2025-02-15T16:44:51Z,@dapurreefa,Abizar harusnya kena sanksi ga sih dari agensi atau ph tempat dia bernaung?,0
2025-02-15T16:44:19Z,@Nsyhfx,Ngeributin apasi klean rame amat perasaan gw gatel jadi pengen komen 😂<br>Setelah gw ikutin alurnya ternyata sampah.,0
2025-02-15T16:32:38Z,@Bellamarch6992,"<a href=""https://www.youtube.com/watch?v=vFUT18yhMB8&amp;t=1187"">19:47</a>ini yg saya yakin akan trjdi krna adaptasi cerita yg pnjng kesebuah film atau series pendek itu tdk mudah, krna harus tepat pengmblan ceritanya, harus bsa pas dmna smua poin bsa msk tpi tdk sprti tdi itu ditmpel-tmpel saja. Ini bukan trjdi di film ini saja ya krna bnyk film d Hollywood jga sprti itu koq, krna mng tdk mudah mengadptsi sebuah cerita yg pnjng ke film atau mini series.",1
2025-02-15T16:31:24Z,@dearybayu4130,Blunder film ini lebih parah dari film adaptasi &quot;Dragon Ball Evolution&quot;😂😂,0
2025-02-15T16:21:05Z,@yoshawakuwaku6619,Jgn remehkan mak mak sen kiri belok kanan.,0
2025-02-15T16:14:58Z,@faizalginanjar5343,ini musik pas opening lagu apa ya ?,0
2025-02-15T15:32:45Z,@cindyotto1352,"Bukan KPoper atau gmn2, tapi pas denger statement dari aktornya ga butuh ditonton oh ya udah. Ngapain juga di tonton",0
2025-02-15T15:30:35Z,@rchivekay,emosi banget ya bang wkwkwk,0
2025-02-15T15:10:15Z,@altstone2255,"Awalnya gw bingung kenapa kpoper pada ngamuk, pas lu bilang andaikan itu AOT dan si aktor bilang mau bilang bikin karakter sendiri.. Dan disitu gw langsung &quot;wah nih anak cari gara-gara  sih&quot; 😂😂",3
2025-02-15T15:00:51Z,@MinjiEHarahap-e1l,Arogan kalau bukan karna nama besar bapaknya orang ini tidak yang tau arogan,0
2025-02-15T14:49:39Z,@thorinoakenshield6871,Yaaappp cancle aja...<br>Gue jengkel bettt ma statement nya !!!<br>1/10 puaaass bettt gueee😂,0
2025-02-15T14:46:23Z,@neosiqbal1762,"Kalo bakat lu cuman di atas rata2 tapi gak wow banget, rendah hati sangat diperlukan.",0
2025-02-15T14:43:30Z,@aeebsyu3819,Bang minum dlu bang.... 😅,0
2025-02-15T14:34:37Z,@zzzz-z1k,Anak kmaren sore banyak tingkah aktor papan atas aja ga pernah bilang kek gitu . Star syndrome tolol emng .,0
2025-02-15T14:19:35Z,@Rodenable,"Saat lu nantang fans k-drama, sama aja lu gali liang kubur lu sendiri. 🤪😂",0
2025-02-15T14:10:11Z,@abiyyupanggalih854,hehey,0
2025-02-15T13:54:29Z,@bun2805,yang penting..JANGAN SOK JAGO...SOMBONG,0
2025-02-15T13:44:43Z,@Marv454,Kasian produser ny anjir gegara aktor sok edgy😂,0
2025-02-15T13:42:28Z,@wahyu8227,Ini orang dari bocah sampai sekarang sangat songong,0
2025-02-15T13:21:19Z,@Nazril-mn,Wahahahahahhahahahahahahahahahahahaahhahahahahahahahahahahhahahahahahahh kesian udah dongok sok sok buat filem kek gitu tapi gak nonton kan dongok ya😂,0
2025-02-15T13:20:55Z,@rfzar,Sumpah gw seneng banget liat lu marah2 wkwkwk,0
